ID,英文名,中文名,描述(英),描述(中),尺寸,初始等级,可用等级,英雄,标签,效果类型(HiddenTags),图标,卡包ID,生成资格,多重施放
6c3d41e4-1ca7-4be5-b0e2-6cadbbd2bd27,Tools of the Trade,专业行头,"The first 5/10 times you use a Tool each fight, Haste a Tool for 1 second(s).",每场战斗前5/10次使用工具时，加速一件工具1秒。,Medium / 中型,Gold / 黄金,Gold/Diamond,Dooley / 杜利 | Jules / 朱尔斯 | Stelle / 斯黛拉,Tool / 工具,Haste / 加速,Icon_Skill_ToolsOFTheTrade.png,,,0
0eb35f18-3c03-4ea6-9af4-b7345bce1e3c,Beautiful Friendship,美好友谊,"When you use a Friend, your Weapons gain 3/6/9 Damage for the fight.",使用伙伴时，己方武器伤害提高3/6/9（限本场战斗）。,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Dooley / 杜利 | Vanessa / 凡妮莎,Friend / 伙伴 | Weapon / 武器,DamageRef / 伤害引用,Icon_Skill_DOO_BeautifulFriendship.png,,,0
a3373cea-1bf8-4899-885f-e9e5fa178c5d,Playtime,游戏时间,"The first 5/10 times you use a Toy each fight, gain 5 Regen for the fight.",每场战斗前5/10次使用玩具时，生命再生量提高5（限本场战斗）。,Medium / 中型,Gold / 黄金,Gold/Diamond,Pygmalien / 皮格马利翁,Toy / 玩具,Regen / 再生,Icon_Skill_PYG_Playtime,,,0
dd9d1ad7-8c28-46da-9f98-aaa2cc55cd00,Equivalent Exchange,等价交换,"When you Heal or gain Regen, Charge a Poison item 1 second(s).",触发治疗或提高生命再生时，为一件剧毒物品充能1秒。,Medium / 中型,Diamond / 钻石,Diamond,Common / 通用,,PoisonRef / 剧毒引用 | HealRef / 治疗引用 | RegenRef / 再生引用 | Charge / 充能,Icon_Skill_MON_SpreadingInfection_02.png,,,0
7ab9d9a7-09b2-4dab-b821-eaaf0fb84523,Thick Hide,厚皮,"When you Slow, Charge an item 1 second.",触发减速时，为一件物品充能1秒。,Medium / 中型,Diamond / 钻石,Diamond,Common / 通用,,SlowRef / 减速引用 | Charge / 充能,Icon_Skill_MON_Smack_01.png,,,0
113091ab-c543-4745-9dc4-18ab1cdfb3b8,Arbitrage,套利,Your rerolls cost 1/2/3 less Gold.,重掷所需金币减少1/2/3。,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Pygmalien / 皮格马利翁 | Vanessa / 凡妮莎 | Dooley / 杜利 | Jules / 朱尔斯 | Mak / 马克 | Stelle / 斯黛拉,,EconomyRef / 经济引用,Icon_Skill_CaptainsDue.png,,,0
4225d131-791a-4ea4-ab0e-80a3343a3253,Defensive Stance,防御姿态,"When you use a Weapon, your Shield items gain 3/6/9 Shield for the fight.",使用武器时，护盾物品的护盾提高3/6/9（限本场战斗）。,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Pygmalien / 皮格马利翁 | Dooley / 杜利 | Stelle / 斯黛拉 | Jules / 朱尔斯 | Vanessa / 凡妮莎,Weapon / 武器,ShieldRef / 护盾引用 | DamageRef / 伤害引用,Icon_Skill_DefensiveWeapons.png,,,0
a80d8cc7-3472-45cb-ac33-11fe7e583e42,Loaded Fury,狂怒上膛,Your Weapons have +1/2/3 Damage for each ammo on your items. [1/2/3],物品每拥有一发弹药，己方武器就+1/2/3伤害。[1/2/3],Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Vanessa / 凡妮莎,,Ammo / 弹药 | DamageRef / 伤害引用,Icon_Skill_ScopedShot.png,,,0
5ce84084-380c-4d9d-94ab-cfbfaa1d0bc2,Energy Transference,能量转移,"The first time one of your items is Destroyed each fight, Charge all your items 3/5 seconds",每场战斗中，己方物品首次被摧毁时，为己方所有物品充能3/5秒,Medium / 中型,Gold / 黄金,Gold/Diamond,Common / 通用,,Charge / 充能,Icon_Skill_MON_TheVessel,,,0
13d8c01f-b2a7-4a21-9892-de5b645556bc,Nanobot Construction,纳米机器人建造,Your Large items' Cooldowns are reduced by 2/3% for each Small item you have. [2/3%],每拥有一件小型物品，大型物品的冷却时间就缩短2/3%。[2/3%],Medium / 中型,Gold / 黄金,Gold/Diamond,Common / 通用,,Cooldown / 冷却,Icon_Skill_MON_Dooltron,,,0
b7b9f86e-689d-44ec-889d-026e8d45081c,Frontal Shielding,前向护盾,Your leftmost Shield item has +20/30/40/50 Shield.,最左侧的护盾物品+20/30/40/50护盾。,Medium / 中型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Pygmalien / 皮格马利翁 | Vanessa / 凡妮莎 | Dooley / 杜利 | Jules / 朱尔斯 | Stelle / 斯黛拉,,ShieldRef / 护盾引用,Icon_Skill_FrontalShielding.png,,,0
239aeabb-0b0c-484d-a761-ee68ede3223c,Lash Out,狂怒一击,"At the start of each fight, Poison 3/6/9/12.",每场战斗开始时，造成3/6/9/12剧毒。,Medium / 中型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Common / 通用,,Poison / 剧毒,Icon_Skill_MON_LashOut_01,,,0
546166b0-03bf-42e9-8370-9ad05d1f00c8,Supply Cache,补给箱,"At the start of each day, get a Loot item.",每天开始时，获得一件战利品。,Medium / 中型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Vanessa / 凡妮莎 | Dooley / 杜利 | Jules / 朱尔斯 | Stelle / 斯黛拉 | Mak / 马克 | Pygmalien / 皮格马利翁,,,Icon_Skill_SupplyCache,,,0
ef12c160-99ce-4171-a7ba-7fccaaafa239,First Strike,先发制人,"Your items have +75/100% Crit Chance. | When you use an item, all your items lose 10% Crit Chance for the fight.",己方物品+75/100%暴击率。 | 使用一件物品时，所有己方物品的暴击率降低10%（限本场战斗）。,Medium / 中型,Gold / 黄金,Gold/Diamond,Pygmalien / 皮格马利翁 | Vanessa / 凡妮莎 | Dooley / 杜利 | Jules / 朱尔斯 | Stelle / 斯黛拉 | Mak / 马克,,Crit / 暴击,Icon_Skill_FirstStrike.png,,,0
a98aea6f-c1ee-4986-b6a1-7e6a5529199a,Primal Rage,原始狂怒,Your leftmost Weapon is a Relic and your Dinosaur and Relic Weapons deal +10/15/20/25 Damage.,最左侧武器视为遗物，恐龙和遗物武器造成+10/15/20/25伤害。,Medium / 中型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Dooley / 杜利,Relic / 神器 | Dinosaur / 恐龙,DamageRef / 伤害引用,Icon_Skill_DOO_PrimalRage,,,0
8b513e67-9c49-4fed-a7e4-335d982367ac,Small Refresh,精神微振,"The first 3/6/9/12 times you use a Small item each fight, Heal 50.",每场战斗前3/6/9/12次使用小型物品时，获得50治疗。,Medium / 中型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Common / 通用,,Heal / 治疗,Icon_Skill_MON_SmallRefresh.png,,,0
9215b678-2833-427b-bc97-75a90968c634,Ravenous,饕餮,"The first time you fall below half Health each fight, destroy an item for the fight.",每场战斗己方生命值首次降至一半时，摧毁一件物品（限本场战斗）。,Medium / 中型,Legendary / 传奇,Diamond/Legendary,Common / 通用,,,Icon_Skill_Ravenous.png,,,0
976d7de6-8191-44c4-8270-2ebc47775fe8,Rear Shielding,后方防御,Your rightmost Shield item has +20/30/40/50 Shield.,最右侧的护盾物品+20/30/40/50护盾。,Medium / 中型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Pygmalien / 皮格马利翁 | Vanessa / 凡妮莎 | Dooley / 杜利 | Jules / 朱尔斯 | Stelle / 斯黛拉,,ShieldRef / 护盾引用,Icon_Skill_RearShielding.png,,,0
73722d74-be04-4c9a-a925-6f235feeb11f,Void Render,空蚀裂解器,"When you destroy an item, your items gain +100/200 Damage and +10/20 Burn for the fight.",当你在战斗中摧毁一件物品时，己方物品伤害提高+100/200、灼烧提高+10/20（限本场战斗）。,Medium / 中型,Gold / 黄金,Gold/Diamond,Common / 通用,Weapon / 武器,DamageRef / 伤害引用 | BurnRef / 灼烧引用,Icon_Skill_MON_VoidRender.png,,,0
1eebbbc3-595a-485c-be96-0755c9c7c2a5,Toxic Spores,,Your Small Poison items have +1/2/3/4 Poison.,[未翻译],Medium / 中型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Vanessa / 凡妮莎 | Dooley / 杜利 | Mak / 马克,,PoisonRef / 剧毒引用,Icon_Skill_ToxicSpores.png,,,0
b2cc190c-ddbd-487c-b99a-ed21150b6c10,Chocoholic,巧克力迷,"When you sell a Medium or Large item, get 1/2 Chocolate Bar(s).",出售中型或大型物品时，获得1/2块巧克力棒。,Medium / 中型,Gold / 黄金,Gold/Diamond,Pygmalien / 皮格马利翁,,Health / 生命值,Icon_Skill_PYG_Chocoholic.png,,,0
09f668a1-82f6-42d5-94fa-88af3568edd8,Hypnotic Drain,催眠吸取,"When you use a Weapon with Lifesteal, Freeze a Smaller item for 2 second(s).",使用带有吸血的武器时，冻结一件更小的物品2秒。,Medium / 中型,Diamond / 钻石,Diamond,Common / 通用,Weapon / 武器,Freeze / 冻结 | DamageRef / 伤害引用,Icon_Skill_FinesseWeapon.png,,,0
e7cc942b-96c5-4b90-a916-b3db0ee4bfe7,Snowstorm,雪暴,"When you Freeze, a Weapon gains +10/20/30/40 Damage for the fight.",触发冻结时，一件武器伤害提高+10/20/30/40（限本场战斗）。,Medium / 中型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Common / 通用,Weapon / 武器,FreezeRef / 冻结引用 | DamageRef / 伤害引用,Icon_Skill_MON_TheColdShoulder_01.png,,,0
878440a6-99e8-4178-8d3f-38c94fb8c334,Thirsty,口渴难耐,"The first 4/8/12 times you use a Potion each fight, gain 10 Regen for the fight.",每场战斗前4/8/12次使用药水时，生命再生量提高10（限本场战斗）。,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Mak / 马克,Potion / 药水,PotionRef / 药水引用 | Regen / 再生,Icon_Skill_Mak_Thirsty.png,,,0
c149f8da-b64e-46f4-bf80-f6f4cae88fbc,Housewarming Gifts,乔迁礼物,"When you sell a Property, get 1/2 Chocolate Bar and 1/2 Spare Change.",出售地产时，获得1/2根巧克力棒和1/2枚零钱。,Medium / 中型,Gold / 黄金,Gold/Diamond,Pygmalien / 皮格马利翁,Property / 地产,,Icon_Skill_Reclaimer.png,,,0
12291452-e5c6-4d98-98c6-69f766536dbd,Critical Aid,暴击支援,Your Heal items have +5/10/15/20% Crit Chance.,治疗物品+5/10/15/20%暴击率。,Medium / 中型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Pygmalien / 皮格马利翁,,HealRef / 治疗引用 | Crit / 暴击,Icon_Skill_CriticalAid.png,,,0
f1e354bd-d94c-48fa-b63e-5012f68129a9,Letting off Steam,蒸汽宣泄,"The first 5/10 times you Burn each fight, Haste your Cores for 2 second(s).",每场战斗前5/10次触发灼烧时，加速核心2秒。,Medium / 中型,Gold / 黄金,Gold/Diamond,Dooley / 杜利,Core / 核心,Haste / 加速 | BurnRef / 灼烧引用,Icon_Skill_DOO_LettingOffSteam.png,,,0
ca3da34f-a982-4ae4-bea0-8dddac873650,Stocked,库存充足,Your Potions have +1/2/3 Ammo.,药水+1/2/3弹药。,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Mak / 马克,Potion / 药水,PotionRef / 药水引用 | Ammo / 弹药,Icon_Skill_Mak_Stocked.png,,,0
1d9eb8d1-ef94-4847-b472-28290159e894,Warm Hugs,温暖拥抱,"The first 4/8/12 times you use a Friend each fight, Burn 5.",每场战斗前4/8/12次使用伙伴时，造成5灼烧。,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Dooley / 杜利 | Vanessa / 凡妮莎,Friend / 伙伴,Burn / 灼烧,Icon_Skill_DOO_WarmHugs.png,,,0
e8d23247-5164-4096-a4cc-db5bb2a5277d,I Would Eat That,到碗里来,Your leftmost item is a Food.,最左侧物品视为食物。,Medium / 中型,Diamond / 钻石,Diamond,Jules / 朱尔斯,Food / 食物,,Icon_Skill_JUL_IWouldEatIt,,,0
f9628cc5-fdf8-49cf-8807-d7b85f457aa8,"One Shot, One Kill",一发入魂,"If you only have one Weapon, it deals triple Damage and its Cooldown is increased by 50%.",如果只拥有一件武器，就使之造成三倍伤害，但冷却时间延长50%。,Medium / 中型,Diamond / 钻石,Diamond,Common / 通用,Weapon / 武器,DamageRef / 伤害引用,Icon_Skill_MON_RedundantSystems.png,,,0
9ec041be-6f89-4e95-963d-1deb7460e1d0,Circle of Life,生命循环,Your leftmost Weapon has lifesteal.,最左侧武器获得吸血。,Medium / 中型,Diamond / 钻石,Diamond,Vanessa / 凡妮莎 | Mak / 马克,Weapon / 武器,Lifesteal / 生命偷取,Icon_Skill_CircleOfLife.png,,,0
f1078e92-7092-4674-a279-b8d9962e7752,Speed,,Your items' Cooldowns are reduced by 2/3/4/5%.,[未翻译],Medium / 中型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Jules / 朱尔斯 | Stelle / 斯黛拉 | Mak / 马克 | Dooley / 杜利 | Vanessa / 凡妮莎 | Pygmalien / 皮格马利翁,,Cooldown / 冷却,Icon_Skill_Speed.png,,,0
1034cd09-ce16-44ad-9a73-ba86a592c9d2,Keen Edge,,,,Medium / 中型,Diamond / 钻石,Diamond,Vanessa / 凡妮莎,,,Icon_Skill_VAN_KeenEdge,,,0
6216741f-f7fe-4de0-82c0-3733263378f1,Critical Protector,暴击防护者,Your Shield items have +5/10/15/20% Crit Chance.,护盾物品+5/10/15/20%暴击率。,Medium / 中型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Pygmalien / 皮格马利翁 | Dooley / 杜利 | Jules / 朱尔斯 | Stelle / 斯黛拉,,ShieldRef / 护盾引用 | Crit / 暴击,Icon_Skill_CritialProtector.png,,,0
f3abf6be-b28d-42f5-a239-7208c2dcde25,Outmaneuver,战术超越,"The first 5/10 times you Slow each fight, Haste a Vehicle for 2 second(s).",每场战斗前5/10次触发减速时，加速一辆载具2秒。,Medium / 中型,Gold / 黄金,Gold/Diamond,Vanessa / 凡妮莎 | Stelle / 斯黛拉 | Dooley / 杜利,Vehicle / 载具,Haste / 加速 | SlowRef / 减速引用,Icon_Skill_Outmaneuver.png,,,0
09c4c894-0397-47e5-9635-7b1f4c49527a,Power Broker,权力掮客,Your Weapons have +Damage equal 1/2/3 times to your income. [1/2/3],武器 + 伤害，增幅等于收入的1/2/3倍。[1/2/3],Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Common / 通用,Weapon / 武器,DamageRef / 伤害引用 | EconomyRef / 经济引用,Icon_Skill_MON_MoneyIsPower_02.png,,,0
c4c70f57-c51e-4bc4-848c-0f0e7fbddd28,Small Weaponry,,Your Small Weapons deal +3/9/18/30 Damage.,[未翻译],Medium / 中型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Jules / 朱尔斯 | Stelle / 斯黛拉 | Mak / 马克 | Dooley / 杜利 | Vanessa / 凡妮莎 | Pygmalien / 皮格马利翁,Weapon / 武器,DamageRef / 伤害引用,Icon_Skill_SmallWeaponry.png,,,0
7f097b31-c29e-4082-a835-6d6457c2d536,Start-Up Sequence,起步流程,"At the start of each fight, a Vehicle starts Flying.",每场战斗开始时，一辆载具开始飞行。,Medium / 中型,Diamond / 钻石,Diamond,Stelle / 斯黛拉,Vehicle / 载具,Flying / 飞行,Icon_Skill_STE_StartUpSequence,,,0
3728b5fe-43aa-4f77-b7a8-b20c3b359295,Creeping Toxins,蜗行毒素,"The first 4/8 times you Slow each fight, Charge a Poison item 1 second(s).",每场战斗前4/8次触发减速时，为一件剧毒物品充能1秒。,Medium / 中型,Gold / 黄金,Gold/Diamond,Vanessa / 凡妮莎 | Dooley / 杜利 | Mak / 马克,,Charge / 充能 | PoisonRef / 剧毒引用 | SlowRef / 减速引用,Icon_Skill_CreepingToxines.png,,,0
6914df97-567f-4d9a-9473-d3de39a09e86,Frozen Shot,冻结射击,Your Weapons' Cooldowns are reduced by 5/10/15% While your enemy has a Frozen item.,当敌方拥有一件冻结物品时，己方武器的冷却时间缩短5/10/15%。,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Pygmalien / 皮格马利翁 | Dooley / 杜利 | Jules / 朱尔斯 | Mak / 马克,Weapon / 武器,FreezeRef / 冻结引用 | Cooldown / 冷却 | DamageRef / 伤害引用,Icon_Skill_FrozenShot.png,,,0
94ea865d-07ca-4e54-a1cb-8cca3945c3c6,Street Food,街头美食,"The first time you use an item each fight, Haste  Food item(s) for 2 second(s).",每场战斗首次使用物品时，加速件食物2秒。,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Jules / 朱尔斯,Food / 食物,Haste / 加速,Icon_Skill_JUL_StreetFood,,,0
1fb47cc1-c38f-4240-8f7f-04a78222f5e7,Toxicity,毒势,"When you Poison, your Weapons gain 3/6/9 Damage for the fight.",触发剧毒时，己方武器伤害提高3/6/9（限本场战斗）。,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Vanessa / 凡妮莎 | Mak / 马克 | Dooley / 杜利,,DamageRef / 伤害引用 | PoisonRef / 剧毒引用,Icon_Skill_Toxic.png,,,0
b2e947ce-a8d9-46e0-8249-22a6a97fbffc,Blizzard,暴雪,"The first time you use an item each fight, Freeze all non-Weapon items for 1/2 second(s).",每场战斗首次使用物品时，冻结所有非武器物品1/2秒。,Medium / 中型,Gold / 黄金,Gold/Diamond,Common / 通用,,Freeze / 冻结,Icon_Skill_MON_IcicleAmmo_03.png,,,0
0d4f9fa5-521c-4e05-8b2b-dc8b185b18eb,Inspired by Jules: Stove,朱尔斯点拨：炉灶,One of your slots becomes a Stove (The item here is Heated),一个己方栏位变为炉灶（此栏位中的物品获得高温效果）,Medium / 中型,Diamond / 钻石,Diamond,Common / 通用,,,Icon_Skill_JUL_Stove,,,0
aa59ff52-e4de-4728-bf9c-3ac8411ecbd8,Large Poisons,,Your Large Poison items have +4/8/12/16 Poison.,[未翻译],Medium / 中型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Mak / 马克,,PoisonRef / 剧毒引用,Icon_Skill_LargePoison.png,,,0
3715da61-af37-49c6-aa7d-68804484b685,Chemical Fire,化学燃焰,Your Burn items have +2/4/6 Burn. | Your Poison items have +2/4/6 Poison.,灼烧物品+2/4/6灼烧。 | 剧毒物品+2/4/6剧毒。,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Mak / 马克 | Vanessa / 凡妮莎,,PoisonRef / 剧毒引用 | BurnRef / 灼烧引用,Icon_Skill_ChemicalFire.png,,,0
25c63d19-8254-47f8-acc9-519ee5a69e1f,Left-Handed,左撇子,Your leftmost Weapon deals +20/30/40/50 Damage.,最左侧武器造成+20/30/40/50伤害。,Medium / 中型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Jules / 朱尔斯 | Stelle / 斯黛拉 | Mak / 马克 | Dooley / 杜利 | Vanessa / 凡妮莎 | Pygmalien / 皮格马利翁,Weapon / 武器,DamageRef / 伤害引用,Icon_Skill_LeftHanded.png,,,0
c5bff6ad-5d13-4cf3-9941-98f3cf913949,Counterstrike,反击,"The first time an enemy uses a Weapon, Charge your items 1/2 second(s).",敌人首次使用武器时，为己方物品充能1/2秒。,Medium / 中型,Gold / 黄金,Gold/Diamond,Common / 通用,,Charge / 充能,Icon_Skill_MON_Counterattack.png,,,0
82d8a964-4068-44c0-a123-af96e5c350d4,Heavy Mettle,钢毅,Your Shield items have +Shield equal to 2/3/4 times your level. [2/3/4],护盾物品 + 护盾值，增幅等于当前等级的2/3/4倍。[2/3/4],Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Pygmalien / 皮格马利翁 | Dooley / 杜利 | Stelle / 斯黛拉 | Jules / 朱尔斯,,ShieldRef / 护盾引用 | Level,Icon_Skill_HeavyMettle.png,,,0
8e02521d-4353-4a1d-9d2e-80f6f1e22f53,Purifying Flame,净化烈焰,"When you gain Regen, a Burn item gains +1/2/3 Burn for the fight.",提高生命再生时，一件灼烧物品的灼烧提高+1/2/3（限本场战斗）。,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Common / 通用,,BurnRef / 灼烧引用 | RegenRef / 再生引用,Icon_SKILL_MON_PurifyingFlame.png,,,0
7e32e9be-23d1-4d3f-a103-0a0db10bc4f4,Cauterize,,"When you are Burned, gain 2/4/8 Regen for the fight.",[未翻译],Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Vanessa / 凡妮莎 | Mak / 马克 | Pygmalien / 皮格马利翁 | Stelle / 斯黛拉 | Jules / 朱尔斯,,Regen / 再生 | BurnRef / 灼烧引用,Icon_Skill_Cauterize.png,,,0
c442e2c4-0e93-4efb-b6d0-909cee428c95,Concentrated Venom,,Your highest Poison item has +2/4/6/8 Poison.,[未翻译],Medium / 中型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Pygmalien / 皮格马利翁 | Vanessa / 凡妮莎 | Dooley / 杜利 | Jules / 朱尔斯 | Stelle / 斯黛拉 | Mak / 马克,,PoisonRef / 剧毒引用,Icon_Skill_ConcentratedVenom.png,,,0
8f33e0aa-7912-4c77-9a10-609e5ce0f4e7,Leverage Momentum,顺势而动,"When an item is destroyed,  of your item(s) start Flying.",有物品被摧毁时，令件己方物品开始飞行。,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Stelle / 斯黛拉,,Flying / 飞行,Icon_Skill_STE_LeverageMomentum,,,0
87d058f2-828f-4737-a61e-3c9320bfd4a5,Warrior,,Your Weapons deal +1/3/6/10 Damage. | You have +50/150/300/500 Max Health.,武器造成+1/3/6/10伤害。 | [未翻译],Medium / 中型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Pygmalien / 皮格马利翁 | Vanessa / 凡妮莎 | Dooley / 杜利 | Jules / 朱尔斯 | Stelle / 斯黛拉 | Mak / 马克,Weapon / 武器,DamageRef / 伤害引用 | Health / 生命值,Icon_Skill_Warrior.png,,,0
9cd3f8a9-3ca8-482b-8f4c-79f9d1d3400e,Trader,商人,Your items have +1/2 value.,己方物品+1/2价值。,Medium / 中型,Gold / 黄金,Gold/Diamond,Pygmalien / 皮格马利翁,,Value / 价值,Icon_Skill_Trader.png,,,0
b7edb810-2ead-4e1c-965d-d787eacc6fd3,Shatter,冰碎,"When you Freeze, your Weapons gain +15/20 Damage for the fight.",触发冻结时，己方武器伤害提高+15/20（限本场战斗）。,Medium / 中型,Gold / 黄金,Gold/Diamond,Vanessa / 凡妮莎 | Pygmalien / 皮格马利翁 | Dooley / 杜利 | Jules / 朱尔斯 | Stelle / 斯黛拉 | Mak / 马克,Weapon / 武器,FreezeRef / 冻结引用 | DamageRef / 伤害引用,Icon_Skill_Shatter.png,,,0
69e15083-66e9-40ca-a3c9-f8bdd8b3887d,Desperate Cleanse,绝望净化,"The first time you fall below half Health each fight, remove Freeze and Slow from your items and Cleanse half your Burn and Poison.",每场战斗己方生命值首次降至一半时，移除己方物品的减速和冻结效果，并净化一半的灼烧与剧毒效果。,Medium / 中型,Diamond / 钻石,Diamond,Pygmalien / 皮格马利翁 | Dooley / 杜利 | Jules / 朱尔斯 | Stelle / 斯黛拉 | Mak / 马克 | Vanessa / 凡妮莎,,,Icon_Skill_DesperateFreeze.png,,,0
4199514b-f966-462b-8f5d-7188033bc9d1,Secret Ingredient,秘密食材,"If you have exactly 1 Food, when you use it, give your Weapons +10/20 Damage for the fight.",如果你只有1件食物，则使用该食物时，你的所有武器在本场战斗中的伤害+10/20。,Medium / 中型,Gold / 黄金,Gold/Diamond,Jules / 朱尔斯,Food / 食物 | Weapon / 武器,DamageRef / 伤害引用,Icon_Skill_JUL_SecretIngridient,,,0
13989ad3-2122-4d86-a323-bb90fda8360b,Bloodhound,寻血猎犬,"The first time an enemy falls below half Health each fight, Charge your items 2/3/4 second(s).",每场战斗敌方生命值首次降至一半时，为你的物品充能2/3/4秒。,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Vanessa / 凡妮莎,,Charge / 充能,Icon_Skill_Bloodhound.png,,,0
f74f460e-6b49-43a9-9b9f-9b6fe36d28e9,Void Energy,虚空能量,"When you Burn, Charge a Shield item 1 second(s).",触发灼烧时，为一件护盾物品充能1秒。,Medium / 中型,Diamond / 钻石,Diamond,Common / 通用,,Charge / 充能 | BurnRef / 灼烧引用 | ShieldRef / 护盾引用,Icon_Skill_MON_VoidEnergy01.png,,,0
83d940dd-4b3d-4b0c-9f46-43d0041f5626,Combat Medic,战地医护,"When you Heal or gain Regen, an item gains 3/6/9% Crit Chance for the fight.",获得治疗或生命再生量时，令一件物品的暴击率提高3/6/9%（限本场战斗）。,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Jules / 朱尔斯 | Mak / 马克 | Pygmalien / 皮格马利翁,,HealRef / 治疗引用 | RegenRef / 再生引用 | Crit / 暴击,Icon_Skill_MedicalTraining.png,,,0
8a9a98fe-b1bd-4da7-8233-dffd3845aa45,Dumpster Diving,垃圾桶寻宝,"At the start of each day, get a Potion.",每天开始时，获得一瓶药水。,Medium / 中型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Mak / 马克,Potion / 药水,PotionRef / 药水引用,Icon_Skill_Mak_DumpsterDiving.png,,,0
ef9cbc3d-bac9-4690-9881-fad35b934717,Ancient Flamekeeper,远古护火者,"The first 4/8/12 times you use a Relic each fight, Burn 5.",每场战斗前4/8/12次使用遗物时，造成5灼烧。,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Mak / 马克,,Burn / 灼烧,Icon_Skill_MAK_AncientFlamekeeper,,,0
0045d15e-ac74-436f-a200-eeedab7baf90,Backroom Dealings,幕后交易,"When you visit a Merchant, gain 25/50/75 Max Health.",拜访商人时，最大生命值提高25/50/75。,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Pygmalien / 皮格马利翁 | Mak / 马克,,Health / 生命值,Icon_Skill_Backroom.png,,,0
42a673e6-f6cd-45ea-89e2-d37614271016,Crimson Dash,绯红冲锋,Your Lifesteal Weapons' Cooldowns are reduced by 1000 second.,吸血武器的冷却时间缩短1000秒。,Medium / 中型,Diamond / 钻石,Diamond,Mak / 马克,Weapon / 武器,Cooldown / 冷却,Icon_Skill_Mak_CrimsonDash.png,,,0
db94a1da-532e-42e1-af25-5033b0fc8bcb,Essence Overflow,精华溢出,Your Weapons have + Damage equal to your Regen. [3],武器 + 伤害，增幅等于生命再生量。[3],Medium / 中型,Diamond / 钻石,Diamond,Mak / 马克,Weapon / 武器,DamageRef / 伤害引用 | RegenRef / 再生引用,Icon_Skill_Mak_Essenceoverflow.png,,,0
ef4e5045-91c6-4973-8aed-1f29300e1db4,Everlasting Life,永生,"The first 4/8/12 times you use a Heal or Regen item each fight, gain 50 Max Health for the fight.",每场战斗前4/8/12次使用治疗或生命再生物品时，最大生命值提高50（限本场战斗）。,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Pygmalien / 皮格马利翁 | Mak / 马克 | Jules / 朱尔斯,,HealRef / 治疗引用 | RegenRef / 再生引用 | Health / 生命值,Icon_Skill_ConcentratedHealing.png,,,0
6ba408d1-dad1-4cf2-b0f9-2afe3cb94bb9,The One Potion,唯一药水,"If you have only one Potion, it has +1 Max Ammo and its Cooldown halved.",如果只拥有一瓶药水，就使其最大弹药量+1，且冷却时间减半。,Medium / 中型,Diamond / 钻石,Diamond,Mak / 马克,,Cooldown / 冷却,Icon_Skill_MAK_TheOnePotion,,,0
e634860d-fec5-43c1-a6ca-a349450ae9c8,Heavy Firepower,重火力,"If you have 5 or fewer items, your Weapons have +25/50/75 Damage.",如果持有的物品不超过5件，己方武器+25/50/75伤害。,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Dooley / 杜利 | Vanessa / 凡妮莎 | Mak / 马克 | Pygmalien / 皮格马利翁 | Stelle / 斯黛拉 | Jules / 朱尔斯,Weapon / 武器,DamageRef / 伤害引用,Icon_Skill_HeavyFirepower.png,,,0
