ID,英文名,中文名,类型,尺寸,初始等级,可用等级,英雄,标签,效果类型(HiddenTags),冷却(ms),伤害,治疗,护盾,购买价格,出售价格,技能1(英),技能1(中),技能2(英),技能2(中),技能3(英),技能3(中),Golden(黄金),Heavy(沉重),Icy(寒冰),Turbo(疾速),Shielded(护盾),Restorative(回复),Toxic(毒素),Fiery(炽焰),Shiny(闪亮),Deadly(致命),Radiant(辉耀),Obsidian(黑曜石)
e75ea50a-e67c-47e4-a4b1-304b87b90cf9,IllusoRay,迷幻蝠鲼,Item / 物品,Small / 小型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Vanessa / 瓦内莎,Aquatic / 水产 | Friend / 伙伴 | Ray / 射线,Slow / 减速,8000,0,0,0,0,0,Slow an item for 1/2/3/4 second(s),减速一件物品1/2/3/4秒,"For each adjacent Friend or Ray, this has +1 Multicast.",每有一个相邻伙伴或射线，此物品就+1多重触发。,,,此物品的价值翻倍。,此物品的减速持续时间翻倍。,冻结一件物品500秒,加速一件物品1秒,获得20护盾,治疗20生命值,造成2剧毒,造成2灼烧,此物品+1多重触发。,相邻伙伴+50%暴击率。,此物品免疫冻结、减速和摧毁。,造成20伤害
ec5e8e2a-c35e-4098-bdae-63ea9f3d6fd3,Monocle,单片眼镜,Item / 物品,Small / 小型,Silver / 白银,Silver/Gold/Diamond,Pygmalien / 皮格马利翁,Tool / 工具 | Apparel / 服饰,Shield / 护盾 | EconomyRef / 经济引用,6000,0,0,0,0,0,Shield equal 1/2/3 times your Gold,获得护盾，等量于金币数量的1/2/3倍,,,,,+3收入。,减速一件物品3秒,冻结一件物品500秒,加速一件物品3秒,此物品的护盾值翻倍。,获得治疗，等量于此物品护盾值,造成剧毒，等量于此物品护盾值的5%,造成灼烧，等量于此物品护盾值的5%,此物品+1多重触发。,此物品+50%暴击率。,此物品免疫冻结、减速和摧毁。,造成伤害，等量于此物品护盾
c2b6e584-b0b0-417d-92c6-e916ca55e3ae,Levitation Pad,悬浮垫,Item / 物品,Small / 小型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Dooley / 杜利,Tech / 科技,Haste / 加速 | Flying / 飞行,4000,0,0,0,0,0,"If the item to the left of this is Flying, Haste it for 1/2/3/4 second(s)",如果此物品左侧的物品正在飞行，就使之加速1/2/3/4秒,The item to the left of this starts Flying,此物品左侧的物品开始飞行,,,此物品的价值翻倍。,减速一件物品2秒,冻结一件物品500秒,加速一件物品2秒,获得30护盾,治疗30生命值,造成3剧毒,造成3灼烧,此物品+1多重触发。,,此物品免疫冻结、减速和摧毁。,造成30伤害
18593111-fd25-4494-8eb4-1f279759ae33,Cornucopia,丰饶之角,Item / 物品,Medium / 中型,Gold / 黄金,Gold/Diamond,Jules / 朱尔斯,Food / 食物,Charge / 充能,4000,0,0,0,0,0,Heated: Charge your other Heated items 1/2 second(s).,高温时：为其他高温物品充能1/2秒。,Chilled: Charge your other Chilled items 1/2 second(s).,霜冻时：为其他霜冻物品充能1/2秒。,,,此物品的价值翻倍。,减速2件物品1秒,冻结一件物品1秒,加速2件物品1秒,获得100护盾,治疗100生命值,造成10剧毒,造成10灼烧,此物品+1多重触发。,高温和霜冻物品+50%暴击率。,此物品免疫冻结、减速和摧毁。,造成100伤害
e0c12480-b4f6-44e7-844d-b695cace791c,Imu,伊姆,Item / 物品,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Jules / 朱尔斯,Tool / 工具,Burn / 灼烧 | SlowRef / 减速引用,3000,0,0,0,0,0,Burn 2/4/6,造成2/4/6灼烧,"Heated: When you Slow, Burn 2/4/6.",高温时：触发减速时，造成2/4/6灼烧。,,,此物品的价值翻倍。,减速2件物品1秒,冻结一件物品1秒,加速1件物品2秒,获得护盾，等量于此物品灼烧的5倍,获得治疗，等量于此物品灼烧的5倍,造成剧毒，等量于此物品灼烧,此物品的灼烧翻倍。,此物品+1多重触发。,此物品+50%暴击率。,此物品免疫冻结、减速和摧毁。,造成伤害，等量于此物品灼烧的5倍
477a0159-f7e4-4321-8167-3a7cb797f9ee,Integrated HUD,集成式 HUD,Item / 物品,Small / 小型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Vanessa / 瓦内莎,Apparel / 服饰 | Tech / 科技,Crit / 暴击 | Slow / 减速,0,0,0,0,0,0,The item to the right of this has +10/20/30/40% Crit Chance.,此物品右侧的物品+10/20/30/40%暴击率。,"When you Crit with the item to the right of this, Slow an item for 1 second(s).",使用此物品右侧的物品造成暴击时，减速一件物品1秒。,,,此物品的价值翻倍。,此物品的减速持续时间翻倍。,使用此物品右侧的物品造成暴击时，冻结一件物品500秒。,使用此物品右侧的物品造成暴击时，加速1件物品1秒。,使用此物品右侧的物品造成暴击时，获得20护盾。,使用此物品右侧的物品造成暴击时，获得20治疗。,使用此物品右侧的物品造成暴击时，造成2剧毒。,使用此物品右侧的物品造成暴击时，造成2灼烧。,此物品的暴击率加成翻倍。,此物品的暴击率加成翻倍。,此物品右侧物品受到的冻结和减速效果时长减半。,使用此物品右侧的物品造成暴击时，造成20伤害。
1b79b3e5-5870-48f7-a877-add0721f9ab6,Spirit Diffuser,灵能扩散器,Item / 物品,Large / 大型,Legendary / 传奇,Diamond/Legendary,Common / 通用,Relic / 遗物,Charge / 充能,0,0,0,0,0,0,"At the start of each fight, Enchant a non-Enchanted item on each Player's board for the fight.",每场战斗开始时，为每位玩家的一件未附魔物品附魔（限本场战斗）。,"When an enemy uses an Enchanted item, Charge an Enchanted item 2 seconds.",敌人使用附魔物品时，为一件附魔物品充能2秒。,,,此物品的价值翻倍。,使用附魔物品时，减速一件物品1秒。,使用附魔物品时，冻结一件物品500秒。,使用附魔物品时，加速一件物品1秒。,使用附魔物品时，获得30护盾。,使用附魔物品时，获得30治疗。,使用附魔物品时，造成3剧毒。,使用附魔物品时，造成3灼烧。,此物品的充能量翻倍。,附魔物品+40%暴击率。,己方物品受到的冻结和减速效果时长减半。,使用附魔物品时，造成30伤害。
f5de7079-8df7-498c-9043-96e8611b44a5,Mouse Trap,老鼠夹,Item / 物品,Small / 小型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Jules / 朱尔斯,Weapon / 武器 | Tool / 工具,Damage / 伤害 | Ammo / 弹药,2000,0,0,0,0,0,Deal Damage equal to double this item's Max Ammo,造成伤害，等量于此物品最大弹药量的两倍,This has +1/2/3/4 Ammo for each Small Food you have.,每拥有一份小型食物，此物品就+1/2/3/4弹药。,,,此物品的价值翻倍。,减速一件物品1秒,冻结一件物品500秒,加速一件物品1秒,获得护盾，等量于此物品伤害量,获得治疗，等量于此物品伤害,造成剧毒，等量于此物品伤害的5%,造成灼烧，等量于此物品伤害的5%,此物品+1多重触发。,此物品+50%暴击率。,此物品免疫冻结、减速和摧毁。,此物品的伤害翻倍。
bfa28eec-84de-41cb-bc5c-8de700a5d21f,Focused Core,,Item / 物品,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Dooley / 杜利,Core / 核心 | Tech / 科技,Haste / 加速 | Charge / 充能,6000,0,0,0,0,0,Charge the item to the right of this 1/2/3 second(s),[未翻译],Haste the item to the right of this for 1/2/3 second(s),[未翻译],"When you use any item to the left of this, Charge this 1 second.",使用此物品左侧的任意物品时，为此物品充能1秒。,此物品的价值翻倍。,减速2件物品1秒,冻结一件物品1秒,加速2件物品1秒,获得80护盾,治疗80生命值,造成8剧毒,造成8灼烧,此物品+1多重触发。,Your items to the right gain +50% Crit Chance for the fight.,此物品免疫冻结、减速和摧毁。,造成80伤害
a0c3a02b-4d29-4159-805e-3501463d1ca1,Caltrops,铁蒺藜,Item / 物品,Medium / 中型,Diamond / 钻石,Diamond,Pygmalien / 皮格马利翁,Weapon / 武器,Damage / 伤害,0,1,0,0,0,0,"When an enemy uses an item, deal 1 Damage.",敌人使用物品时，造成1伤害。,,,,,此物品的价值翻倍。,敌人使用物品时，减速一件物品1秒。,敌人使用物品时，冻结一件物品500秒。,敌人使用物品时，加速一件物品1秒。,敌人使用物品时，获得护盾，等量于此物品伤害。,敌人使用物品时，获得治疗，等量于此物品伤害量。,敌人使用物品时，造成剧毒，树脂等于此物品伤害5%。,敌人使用物品时，造成灼烧，等量于此物品伤害的5%。,此物品的伤害翻倍。,敌人使用物品时，己方物品暴击率提高5%（限本场战斗）。,相邻物品受到的冻结和减速效果时长减半。,此物品的伤害翻倍。
95640018-a5d3-4119-8c4f-5509e161c689,Incense,熏香,Item / 物品,Small / 小型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Mak / 马克,,Regen / 再生 | Slow / 减速,6000,0,0,0,0,0,Slow 1/2/3/4 item(s) for 1 second(s),减速1/2/3/4件物品1秒,Gain 2/4/6/8 Regen for the fight,生命再生量提高2/4/6/8（限本场战斗）,,,此物品的价值翻倍。,此物品的减速持续时间翻倍。,冻结一件物品500秒,加速一件物品3秒,获得护盾，等量于此物品生命再生量的5倍,获得治疗，等量于此物品生命再生量的5倍,造成剧毒，等量于此物品生命再生量,造成灼烧，等量于此物品的生命再生量,此物品+1多重触发。,此物品+50%暴击率。,此物品免疫冻结、减速和摧毁。,造成伤害，等量于此物品生命再生的5倍
62b2855d-cd2d-46cb-963b-0c191f8b7a10,Excellent Vintage,逸品古董,Item / 物品,Medium / 中型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Jules / 朱尔斯,Food / 食物,Shield / 护盾 | Slow / 减速,7000,0,0,30,0,0,Shield 30/60/90/120,获得30/60/90/120护盾,Slow 2 items for 2 second(s),减速2件物品2秒,Chilled: This has +1 Multicast,霜冻时：此物品+1多重触发,此物品的价值翻倍。,此物品的减速持续时间翻倍。,冻结一件物品1秒,加速2件物品2秒,此物品的护盾值翻倍。,获得治疗，等量于此物品护盾值,造成剧毒，等量于此物品护盾值的5%,造成灼烧，等量于此物品护盾值的5%,此物品+1多重触发。,此物品+50%暴击率。,此物品免疫冻结、减速和摧毁。,造成伤害，等量于此物品护盾
666f4084-48cc-4558-b678-a46ba18c1bf2,Soldering Gun,焊接枪,Item / 物品,Small / 小型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Dooley / 杜利,Tool / 工具,Burn / 灼烧,6000,0,0,0,0,0,Burn 1/2/3/4,造成1/2/3/4灼烧,This has +1 Multicast if it is adjacent to a Friend.,如果此物品与伙伴相邻，就+1多重触发。,This has +1 Multicast if it is adjacent to a Tool.,如果此物品与工具相邻，就+1多重触发。,,减速一件物品1秒,冻结一件物品500秒,加速一件物品1秒,获得护盾，等量于此物品灼烧的5倍,获得治疗，等量于此物品灼烧的5倍,造成剧毒，等量于此物品灼烧,此物品的灼烧翻倍。,此物品+1多重触发。,此物品+50%暴击率。,此物品免疫冻结、减速和摧毁。,造成伤害，等量于此物品灼烧的5倍
437a6ee6-741d-4119-931a-8a2662cf038e,Flame Jet Drone,火焰喷气无人机,Item / 物品,Small / 小型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Stelle / 斯黛尔,Tool / 工具 | Drone,Burn / 灼烧 | FlyingRef / 飞行引用,5000,0,0,0,0,0,Burn 4,造成4灼烧,"When this starts Flying, this gains +4/8/12/16 Burn for the fight.",此物品开始飞行时，其灼烧提高+4/8/12/16（限本场战斗）。,,,此物品的价值翻倍。,减速一件物品2秒,冻结一件物品500秒,加速一件物品2秒,获得护盾，等量于此物品灼烧的5倍,获得治疗，等量于此物品灼烧的5倍,造成剧毒，等量于此物品灼烧,此物品的灼烧翻倍。,此物品+1多重触发。,此物品+50%暴击率。,此物品免疫冻结、减速和摧毁。,造成伤害，等量于此物品灼烧的5倍
41581a59-fd9b-42c6-a97e-9b5587b9cbdf,Ethergy Conduit,以太能量导体,Item / 物品,Large / 大型,Gold / 黄金,Gold/Diamond,Common / 通用,Relic / 遗物,Crit / 暴击 | Charge / 充能 | PoisonRef / 剧毒引用,0,0,0,0,0,0,"When you Poison or use a Relic, your items gain +2/4% Crit Chance for the fight.",触发剧毒或使用遗物时，己方物品暴击率提高+2/4%（限本场战斗）。,"When you Crit, Charge your Relics 1 second.",造成暴击时，为己方遗物充能1秒。,,,此物品的价值翻倍。,造成暴击时，减速2件物品1秒。,造成暴击时，冻结2件物品500秒。,造成暴击时，加速2件物品1秒。,造成暴击时，获得60护盾。,造成暴击时，获得60治疗。,造成暴击时，造成6剧毒。,造成暴击时，造成6灼烧。,此物品的暴击率加成翻倍。,此物品的暴击率加成翻倍。,己方物品受到的冻结和减速效果时长减半。,造成暴击时，造成60伤害。
8938035e-be96-4827-bd34-7258253bd942,Flamberge,高温处理,Item / 物品,Large / 大型,Diamond / 钻石,Diamond,Common / 通用,Weapon / 武器,Damage / 伤害 | CritReference,9000,200,0,0,0,0,Deal 200 Damage,造成200伤害,This deals quadruple Crit Damage.,此物品能造成四倍暴击伤害。,,,此物品的价值翻倍。,减速3件物品3秒,冻结3件物品1秒,加速3件物品3秒,获得护盾，等量于此物品伤害量,获得治疗，等量于此物品伤害,造成剧毒，等量于此物品伤害的5%,造成灼烧，等量于此物品伤害的5%,此物品+1多重触发。,此物品+50%暴击率。,此物品免疫冻结、减速和摧毁。,此物品的伤害翻倍。
fa5a2ad2-48f2-4e55-b3ef-e3e708483946,Flycycle,飞行单车,Item / 物品,Small / 小型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Stelle / 斯黛尔,Vehicle / 载具,Flying / 飞行 | ShieldRef / 护盾引用,6000,0,0,0,0,0,Your leftmost item that isn't Flying starts Flying.,最左侧的非飞行物品开始飞行。,Your Flying Shield items have +5/10/15/20 Shield.,飞行的护盾物品+5/10/15/20护盾。,,,此物品的价值翻倍。,减速一件物品1秒,冻结一件物品500秒,加速一件物品1秒,获得10护盾,治疗10生命值,造成1剧毒,造成1灼烧,此物品+1多重触发。,飞行物品+30%暴击率。,此物品免疫冻结、减速和摧毁。,造成10伤害
55f11b65-77fa-4d70-9250-8a40d03961ad,Feather,羽毛,Item / 物品,Small / 小型,Gold / 黄金,Gold/Diamond,Common / 通用,Loot / 战利品,Cooldown / 冷却,0,0,0,0,0,0,"When you sell this, reduce your items' Cooldowns by 3/6%.",出售此物品时，己方物品的冷却时间缩短3/6%。,,,,,,出售此物品时，最左侧的减速物品+200减速持续时间。,出售此物品时，最左侧的冻结物品+100冻结持续时间。,出售此物品时，最左侧的加速物品+200加速持续时间。,出售此物品时，最左侧的护盾物品+10护盾。,出售此物品时，最左侧治疗物品的治疗量提高+10。,出售此物品时，最左侧剧毒物品的剧毒提高+1。,出售此物品时，最左侧灼烧物品的灼烧提高+1。,,出售此物品时，最左侧的物品暴击率提高2%。,,出售此物品时，最左侧的武器物品伤害提高+10。
cdea14ac-23d0-43c2-95b3-12cedab1795a,Hot Stones,滚烫石块,Item / 物品,Small / 小型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Pygmalien / 皮格马利翁,,Burn / 灼烧 | Health / 生命值,4000,0,0,0,0,0,Burn 4/6/8/10,造成4/6/8/10灼烧,Gain Max Health equal to 2/3/4/5 times this item's Burn for the fight.,最大生命值提高，增幅等于此物品灼烧值的2/3/4/5倍（限本场战斗）。,,,此物品的价值翻倍。,减速一件物品2秒,冻结一件物品500秒,加速一件物品2秒,获得护盾，等量于此物品灼烧的5倍,获得治疗，等量于此物品灼烧的5倍,造成剧毒，等量于此物品灼烧,此物品的灼烧翻倍。,此物品+1多重触发。,此物品+50%暴击率。,此物品免疫冻结、减速和摧毁。,造成伤害，等量于此物品灼烧的5倍
54c74b82-0a7d-4dab-a335-f3b0b8b2157c,Uwashiwali Bird,乌瓦希瓦利鸟,Item / 物品,Small / 小型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Pygmalien / 皮格马利翁,Friend / 伙伴,Heal / 治疗,5000,0,20,0,0,0,Heal 20/30/40/50,治疗20/30/40/50生命值,This has +1 Multicast for each Property you have.,每拥有一处地产，此物品就+1多重触发。,,,此物品的价值翻倍。,减速一件物品1秒,冻结一件物品500秒,加速一件物品1秒,获得护盾，等量于此物品治疗量,此物品的治疗量翻倍。,造成剧毒，等量于此物品治疗量的5%,造成灼烧，等量于此物品治疗量的5%,此物品+1多重触发。,此物品+50%暴击率。,此物品免疫冻结、减速和摧毁。,造成伤害，等量于此物品治疗量
f04739ec-b829-46a6-b821-e153dc25e668,Piano,钢琴,Item / 物品,Medium / 中型,Gold / 黄金,Gold/Diamond,Vanessa / 瓦内莎,,Haste / 加速,0,0,0,0,0,0,"When you use a Friend, Haste it for 1/2 second(s).",使用伙伴时，使之加速1/2秒。,Adjacent items are Friends.,相邻物品变为伙伴。,,,此物品的价值翻倍。,使用伙伴时，减速一件物品1秒。,使用伙伴时，冻结一件物品500秒。,此物品的加速持续时间翻倍。,使用伙伴时，获得20护盾。,使用伙伴时，获得20治疗。,使用伙伴时，造成2剧毒,使用伙伴时，造成2灼烧。,相邻伙伴+1多重触发。,伙伴+40%暴击率。,相邻物品受到的冻结和减速效果时长减半。,使用伙伴时，造成20伤害。
40d8b44a-8e2f-4081-8163-043d76ddbafa,Spacescraper,摩空大楼,Item / 物品,Large / 大型,Gold / 黄金,Gold/Diamond,Pygmalien / 皮格马利翁,Property / 地产,Shield / 护盾 | EconomyRef / 经济引用 | Value / 价值,6000,0,0,0,0,0,Shield equal to 2/3 times the value of your items,获得护盾，等量于己方物品价值的2/3倍,This has triple value during combat.,此物品在战斗中价值变为三倍。,,,,减速3件物品2秒,冻结2件物品1秒,加速3件物品2秒,此物品的护盾值翻倍。,获得治疗，等量于此物品护盾值,造成剧毒，等量于此物品护盾值的5%,造成灼烧，等量于此物品护盾值的5%,此物品+1多重触发。,此物品+50%暴击率。,此物品免疫冻结、减速和摧毁。,造成伤害，等量于此物品护盾
9e0bca07-56bd-4217-b258-ef1dabd42209,Cybersecurity,赛博保安,Item / 物品,Medium / 中型,Gold / 黄金,Gold/Diamond,Dooley / 杜利,Friend / 伙伴 | Weapon / 武器,TechReference | Damage / 伤害,9000,50,0,0,0,0,Deal 50 Damage,造成50伤害,This has +50/75 Damage for each other Weapon and Tech item you have.,每拥有另一件武器和科技物品，此物品就+50/75伤害。,This deals triple Damage if it is your only Friend.,如果没有其他伙伴，那么此物品造成三倍伤害。,此物品的价值翻倍。,减速2件物品3秒,冻结2件物品1秒,加速2件物品3秒,获得护盾，等量于此物品伤害量,获得治疗，等量于此物品伤害,造成剧毒，等量于此物品伤害的5%,造成灼烧，等量于此物品伤害的5%,此物品+1多重触发。,此物品+50%暴击率。,此物品免疫冻结、减速和摧毁。,此物品的伤害翻倍。
d022cc12-8fe2-442c-af6e-165eb97ed055,Improvised Bludgeon,临时钝器,Item / 物品,Medium / 中型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Common / 通用,Weapon / 武器,Damage / 伤害 | Slow / 减速,8000,20,0,0,0,0,Deal 20/40/80/160 Damage,造成20/40/80/160伤害,Slow 2 items for 3/4/5/6 second(s),减速2件物品3/4/5/6秒,"When you sell this, your leftmost Slow item gains +1000 Slow duration.",出售此物品时，最左侧的减速物品+1000减速持续时间。,此物品的价值翻倍。,此物品的减速持续时间翻倍。,冻结3件物品1秒,加速3件物品3秒,获得护盾，等量于此物品伤害量,获得治疗，等量于此物品伤害,造成剧毒，等量于此物品伤害的5%,造成灼烧，等量于此物品伤害的5%,此物品+1多重触发。,此物品+50%暴击率。,此物品免疫冻结、减速和摧毁。,此物品的伤害翻倍。
f2bb81c1-926e-447b-89aa-8c981604570c,BLK-SP1D3R,机械黑蜘蛛,Item / 物品,Small / 小型,Silver / 白银,Silver/Gold/Diamond,Dooley / 杜利,Friend / 伙伴,Slow / 减速 | PoisonRef / 剧毒引用 | BurnRef / 灼烧引用,6000,0,0,0,0,0,Slow 2/3/4 item(s) for 1 second(s),减速2/3/4件物品1秒,"When an adjacent item Poisons or Burns, Charge this 1 second(s).",相邻物品触发剧毒或灼烧时，为此物品充能1秒。,,,此物品的价值翻倍。,此物品的减速持续时间翻倍。,冻结一件物品500秒,加速一件物品1秒,获得20护盾,治疗20生命值,造成2剧毒,造成2灼烧,此物品+1多重触发。,伙伴+25%暴击率。,此物品免疫冻结、减速和摧毁。,造成20伤害
1d2e3f4a-5b6c-7d8e-9f0a-1b2c3d4e5f6a,Frost Totem,寒霜图腾,Item / 物品,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Mak / 马克,Relic / 遗物,Freeze / 冻结 | Quest,6000,0,0,0,0,0,Freeze an item for 500 second(s),冻结一件物品500秒,,,,,此物品的价值翻倍。,减速一件物品1秒,此物品的冻结持续时间翻倍。,加速1件物品1秒,获得50护盾,治疗50生命值,造成5剧毒,造成5灼烧,此物品+1多重触发。,己方物品+25%暴击率。,此物品免疫冻结、减速和摧毁。,造成50伤害
a00759a2-b9ae-4324-9cef-30a68a294904,Giant Sub,巨型三明治,Item / 物品,Large / 大型,Gold / 黄金,Gold/Diamond,Jules / 朱尔斯,Food / 食物,Burn / 灼烧 | Shield / 护盾 | Regen / 再生,6000,0,0,0,0,0,Shield equal to your highest Shield Food.,获得护盾，等量于最高护盾食物。,Gain Regen equal to your highest Regen Food for the fight.,生命再生量提高（限本场战斗），增幅等于最高生命再生食物。,Heated: Burn equal to your highest Burn Food.,高温时：造成灼烧，等量于最高灼烧食物。,此物品的价值翻倍。,减速3件物品1秒,冻结一件物品1秒,加速3件物品1秒,此物品的护盾值翻倍。,获得治疗，等量于此物品护盾值,造成剧毒，等量于此物品生命再生量,此物品的灼烧翻倍。,此物品+1多重触发。,此物品+50%暴击率。,此物品免疫冻结、减速和摧毁。,造成伤害，等量于此物品护盾
92859d17-589c-4e2c-b2e7-a3a11b0d3a80,Wrecking Ball,破坏铁球,Item / 物品,Medium / 中型,Gold / 黄金,Gold/Diamond,Stelle / 斯黛尔,Weapon / 武器,Damage / 伤害 | FlyingRef / 飞行引用,20000,0,0,0,0,0,Deal Damage equal to 20/30% of an enemy's Max Health,造成伤害，等量于一位敌人最大生命值的20/30%,Destroy an enemy item,摧毁敌人的一件物品,"When this starts Flying, Charge this 5 seconds.",此物品开始飞行时，为此物品充能5秒。,此物品的价值翻倍。,减速3件物品4秒,冻结3件物品1秒,加速3件物品4秒,获得护盾，等量于此物品伤害量,获得治疗，等量于此物品伤害,造成剧毒，等量于此物品伤害的5%,造成灼烧，等量于此物品伤害的5%,此物品+1多重触发。,此物品+50%暴击率。,此物品免疫冻结、减速和摧毁。,此物品的伤害翻倍。
8048bd3a-1529-4a21-872d-20da84b223a3,Yeti Crab,雪怪蟹,Item / 物品,Small / 小型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Vanessa / 瓦内莎,Aquatic / 水产 | Friend / 伙伴,Freeze / 冻结 | PoisonRef / 剧毒引用,7000,0,0,0,0,0,Freeze an item for 1 second(s),冻结一件物品1秒,"When you Freeze, adjacent Poison items gain +2/4/6/8 Poison for the fight.",触发冻结时，相邻剧毒物品的剧毒提高+2/4/6/8（限本场战斗）。,,,此物品的价值翻倍。,减速一件物品3秒,此物品的冻结持续时间翻倍。,加速一件物品3秒,获得30护盾,治疗30生命值,造成3剧毒,造成3灼烧,此物品+1多重触发。,剧毒物品+25%暴击率。,此物品免疫冻结、减速和摧毁。,造成30伤害
eeeb02b5-9e8d-4af8-9902-2a77b1f838e7,The Core,全能核心,Item / 物品,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Dooley / 杜利,Core / 核心 | Tech / 科技 | Weapon / 武器,Damage / 伤害 | Charge / 充能,6000,50,0,0,0,0,Deal 50/75/100 Damage,造成50/75/100伤害,Charge all items to the right of this 1 second,为此物品右侧的所有物品充能1秒,"When you use any item to the left of this, Charge this 1 second.",使用此物品左侧的任意物品时，为此物品充能1秒。,此物品的价值翻倍。,减速2件物品1秒,冻结一件物品1秒,加速2件物品1秒,获得护盾，等量于此物品伤害量,获得治疗，等量于此物品伤害,造成剧毒，等量于此物品伤害的5%,造成灼烧，等量于此物品伤害的5%,此物品+1多重触发。,此物品+50%暴击率。,此物品免疫冻结、减速和摧毁。,此物品的伤害翻倍。
8ae203cd-a429-4ade-b5e3-a612a906d71a,Gavel,木槌,Item / 物品,Small / 小型,Silver / 白银,Silver/Gold/Diamond,Pygmalien / 皮格马利翁,Weapon / 武器,Damage / 伤害 | Freeze / 冻结,9000,100,0,0,0,0,Deal 100/200/300 Damage,造成100/200/300伤害,Freeze all other Weapons for both players for 1 second(s),除此物品外，冻结双方所有武器1秒,,,此物品的价值翻倍。,除此物品外，减速双方所有武器2秒,此物品的冻结持续时间翻倍。,除此物品外，加速双方所有武器2秒,获得护盾，等量于此物品伤害量,获得治疗，等量于此物品伤害,造成剧毒，等量于此物品伤害的5%,造成灼烧，等量于此物品伤害的5%,此物品+1多重触发。,此物品+50%暴击率。,此物品免疫冻结、减速和摧毁。,此物品的伤害翻倍。
0485c154-ad8a-4a64-bc70-5a6a833d4af9,Poison Blades,,Item / 物品,Small / 小型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Common / 通用,,Poison / 剧毒 | Damage / 伤害,5000,4,0,0,0,0,,,,,,,,,,,,,,,,,,
b6cd2ee1-f44f-44a5-9652-c577800a427f,Hot Springs,温泉,Item / 物品,Large / 大型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Common / 通用,Property / 地产,Heal / 治疗,6000,0,25,0,0,0,Heal 25/50/100/200,治疗25/50/100/200生命值,"When you sell this, your Heal items gain +10/20/30/40 Heal.",出售此物品时，己方治疗物品+10/20/30/40治疗。,,,此物品的价值翻倍。,减速3件物品1秒,冻结2件物品1秒,加速3件物品1秒,获得护盾，等量于此物品治疗量,此物品的治疗量翻倍。,造成剧毒，等量于此物品治疗量的5%,造成灼烧，等量于此物品治疗量的5%,此物品+1多重触发。,此物品+50%暴击率。,此物品免疫冻结、减速和摧毁。,造成伤害，等量于此物品治疗量
5a94a820-1b13-4164-bae9-f6abbd59eb2d,Dragon's Breath,巨龙吐息,Item / 物品,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Mak / 马克,Dragon / 龙 | Potion / 药水 | Relic / 遗物,Burn / 灼烧 | Ammo / 弹药 | Flying / 飞行,9000,0,0,0,0,0,Burn 10,造成10灼烧,"When you use an adjacent item or Flying item, this gains +6/8/10 Burn for the fight.",使用相邻物品或飞行物品时，此物品的灼烧提高+6/8/10（限本场战斗）。,,,此物品的价值翻倍。,减速2件物品4秒,冻结2件物品1秒,加速2件物品4秒,获得护盾，等量于此物品灼烧的5倍,获得治疗，等量于此物品灼烧的5倍,造成剧毒，等量于此物品灼烧,此物品的灼烧翻倍。,此物品+1多重触发。,此物品+50%暴击率。,此物品免疫冻结、减速和摧毁。,造成伤害，等量于此物品灼烧的5倍
63356fed-efeb-461b-a57d-e9d61c821bc8,Butter,黄油,Item / 物品,Small / 小型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Jules / 朱尔斯,Food / 食物,Haste / 加速,8000,0,0,0,0,0,Haste an item for 1 second(s),加速一件物品1秒,"For each adjacent Tool or Food item, this gains +1 Multicast.",每有一件相邻工具或食物物品，此物品就+1多重触发。,,,此物品的价值翻倍。,减速一件物品1秒,冻结一件物品500秒,此物品的加速持续时间翻倍。,获得20护盾,治疗20生命值,造成2剧毒,造成2灼烧,此物品+1多重触发。,Adjacent Tools and Food items have +30% Crit Chance.,此物品免疫冻结、减速和摧毁。,造成20伤害
